DATE,AluminumPM2.5LC,AmbientMaxTemperature,AmbientMinTemperature,AmbientTemperature,AmmoniumIonPM2.5LC,AntimonyPM2.5LC,ArsenicPM2.5LC,BariumPM2.5LC,BrominePM2.5LC,CadmiumPM2.5LC,CalciumPM2.5LC,CarbonateCarbonCSNPM2.5LCTOT,CeriumPM2.5LC,CesiumPM2.5LC,ChlorinePM2.5LC,ChromiumPM2.5LC,CobaltPM2.5LC,CopperPM2.5LC,EC1CSN_RevUnadjustedPM2.5LC,EC2CSN_RevUnadjustedPM2.5LC,EC3CSN_RevUnadjustedPM2.5LC,ECCSN_RevUnadjustedPM2.5LCTOR,ECCSN_RevUnadjustedPM2.5LCTOT,ECCSNPM2.5LCTOT,EuropiumPM2.5LC,GalliumPM2.5LC,GoldPM2.5LC,HafniumPM2.5LC,IndiumPM2.5LC,IridiumPM2.5LC,IronPM2.5LC,LanthanumPM2.5LC,LeadPM2.5LC,MagnesiumPM2.5LC,ManganesePM2.5LC,MercuryPM2.5LC,MolybdenumPM2.5LC,NickelPM2.5LC,NiobiumPM2.5LC,OC1CSN_RevUnadjustedPM2.5LC,OC1CSNUnadjustedPM2.5LCTOT,OC2CSN_RevUnadjustedPM2.5LC,OC2CSNUnadjustedPM2.5LCTOT,OC3CSN_RevUnadjustedPM2.5LC,OC3CSNUnadjustedPM2.5LCTOT,OC4CSN_RevUnadjustedPM2.5LC,OC4CSNUnadjustedPM2.5LCTOT,OCCSN_RevUnadjustedPM2.5LCTOR,OCCSN_RevUnadjustedPM2.5LCTOT,OCCSNUnadjustedPM2.5LCTOT,OPCSN_RevUnadjustedPM2.5LCTOR,OPCSN_RevUnadjustedPM2.5LCTOT,OPCSNPM2.5LCTOT,PhosphorusPM2.5LC,PotassiumIonPM2.5LC,PotassiumPM2.5LC,RubidiumPM2.5LC,SamariumPM2.5LC,SampleBaroPressure,SampleMaxBaroPressure,SampleMinBaroPressure,ScandiumPM2.5LC,SeleniumPM2.5LC,SiliconPM2.5LC,SilverPM2.5LC,SodiumIonPm2.5LC,SodiumPM2.5LC,StrontiumPM2.5LC,SulfatePM2.5LC,SulfurPM2.5LC,TantalumPM2.5LC,TerbiumPM2.5LC,TinPM2.5LC,TitaniumPM2.5LC,TotalNitratePM2.5LC,TungstenPM2.5LC,VanadiumPM2.5LC,YttriumPM2.5LC,ZincPM2.5LC,ZirconiumPM2.5LC
7/16/2011,NA,33.6,22.2,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,761,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2011,0.02,33.53333333,20.26666667,27.15,0.1,0.033,0,0,0.0049,0,0.0077,NA,0,0,0.049,0.024,0.0018,0,0.751,0.0441,0,0.362,0.167,NA,NA,NA,NA,NA,0,NA,0.144,NA,0,0,0.001,NA,NA,0.001,NA,0.066,NA,0.672,NA,0.931,NA,0.496,NA,2.6,2.79,NA,0.434,0.628,NA,0,0.0222,0.0207,0,NA,758.5,760,755.3333333,NA,0,0.002,0,0.134,0.152,0,1,0.386,NA,NA,0,0.003,0.147,NA,0,NA,0,0
7/18/2011,NA,36.1,21.3,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,762,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/19/2011,NA,39.8,22.7,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,757,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/20/2011,0.042,40.1,24.35,30.73333333,1.98,0.02,0,0.01,0.0051,0.012,0.0245,NA,0,0.001,0,0.03,0.002,0.003,1.61,0.0689,0,0.863,0.277,NA,NA,NA,NA,NA,0.01,NA,0.271,NA,0.001,0,0,NA,NA,0.006,NA,0.587,NA,1.11,NA,0.514,NA,0.395,NA,3.43,4.01,NA,0.82,1.41,NA,0,0.0367,0.0397,0,NA,750,752.25,746.75,NA,0.002,0.152,0.006,0.101,0.017,0,7.16,2.59,NA,NA,0.005,0.0047,0.182,NA,0,NA,0.004,0.003
7/21/2011,NA,41.1,26.3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,755,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/22/2011,NA,41.3,26.8,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,757,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/23/2011,0.06,38.93333333,25.83333333,32.2,0.382,0,0,0,0.0062,0,0.0191,NA,0,0,0.012,0.008,0,0.001,1.17,0.041,0,0.35,0.097,NA,NA,NA,NA,NA,0,NA,0.0546,NA,0,0,0,NA,NA,0.002,NA,0.106,NA,0.901,NA,0.891,NA,0.58,NA,3.34,3.59,NA,0.863,1.12,NA,0,0.058,0.0372,0,NA,755,757,752.3333333,NA,0,0.0757,0,0.05,0.07,0,2.35,1.04,NA,NA,0,0.0057,0.0851,NA,0,NA,0.0086,0
7/24/2011,NA,39.4,26.9,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,759,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2011,NA,38,23.7,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,756,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/26/2011,0.014,31.55,23.3,25.6,0.371,0,0,0,0.0042,0,0.0163,NA,0,0,0.002,0.004,0,0.008,0.908,0.063,0,0.532,0.197,NA,NA,NA,NA,NA,0.005,NA,0.0575,NA,0.003,0,0.001,NA,NA,0.001,NA,0.149,NA,0.57,NA,0.518,NA,0.267,NA,1.94,2.28,NA,0.439,0.774,NA,0,0.0263,0.024,0,NA,750,751.5,747.75,NA,0.001,0.027,0.006,0.0549,0.023,0,2.31,0.769,NA,NA,0,0,0.237,NA,0.001,NA,0.0092,0
7/27/2011,NA,36.4,24.8,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,758,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/28/2011,NA,36.3,22.8,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,760,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/29/2011,0.118,37.53333333,23.73333333,29.56666667,0.398,0,0,0,0.0034,0.001,0.0269,NA,0,0,0.0124,0.034,0,0.0064,0.877,0.0464,0,0.414,0.189,NA,NA,NA,NA,NA,0,NA,0.169,NA,0,0,0.002,NA,NA,0.011,NA,0.283,NA,0.606,NA,0.596,NA,0.231,NA,2.23,2.45,NA,0.509,0.734,NA,0,0.025,0.0327,0,NA,754,756.3333333,752,NA,0,0.0715,0.001,0.136,0.002,0,2.34,0.94,NA,NA,0.019,0.002,0.167,NA,0,NA,0.0057,0
7/30/2011,NA,40.2,25.4,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,757,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/31/2011,NA,38.5,23.9,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,759,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2011,0.027,34.875,22.075,27.83333333,0.518,0.047,0,0,0.0023,0.001,0.0109,NA,0,0,0.001,0.035,0,0.0098,0.792,0.0799,0,0.495,0.165,NA,NA,NA,NA,NA,0,NA,0.192,NA,0,0,0.002,NA,NA,0.008,NA,0.053,NA,0.81,NA,0.544,NA,0.318,NA,2.1,2.43,NA,0.376,0.707,NA,0,0.019,0.0271,0,NA,753.6666667,755.75,750.25,NA,0.001,0.058,0,0.0316,0.017,0,2.49,0.996,NA,NA,0.045,0.003,0.158,NA,0,NA,0.003,0
8/2/2011,NA,39.4,24.7,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,756,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/3/2011,NA,40.6,24.6,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,753,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/4/2011,0.068,39.4,26.45,31.55,1.14,0.059,0,0,0.0035,0,0.0288,NA,0,0,0.0115,0,0,0.0027,1.99,0.0707,0,0.869,0.326,NA,NA,NA,NA,NA,0,NA,0.066,NA,0.004,0,0.002,NA,NA,0.001,NA,0.401,NA,1.05,NA,0.822,NA,0.533,NA,3.99,4.54,NA,1.19,1.73,NA,0,0.02,0.0478,0,NA,748,750,746.5,NA,0,0.09,0,0.032,0.016,0,4.67,2.23,NA,NA,0,0.0054,0.173,NA,0.001,NA,0.0062,0.005
8/7/2011,NA,35.2,22.8,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39,0.0403,0,0.473,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126,NA,0.855,NA,0.667,NA,0.442,NA,3.05,3.35,NA,0.958,1.26,NA,NA,NA,NA,NA,NA,749,751,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/9/2011,NA,39.2,22.7,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748,753,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/10/2011,NA,36.95,23.2,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.942,0.0555,0,0.493,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,0.916,NA,0.809,NA,0.551,NA,3.02,3.27,NA,0.504,0.755,NA,NA,NA,NA,NA,NA,748.5,750,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/11/2011,NA,37.5,22.1,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,756,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/12/2011,NA,32,22.1,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,757,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/13/2011,0.001,32.35,21.925,26.3,0.823,0.008,0,0,0.0031,0.008,0.0114,NA,0.001,0.003,0,0.005,0,0.002,0.726,0.038,0,0.451,0.148,NA,NA,NA,NA,NA,0.016,NA,0.0494,NA,0,0,0,NA,NA,0.001,NA,0.077,NA,0.5,NA,0.455,NA,0.273,NA,1.62,1.92,NA,0.312,0.616,NA,0,0.0301,0.0298,0.001,NA,753.6666667,754.5,750.25,NA,0.001,0.0179,0.015,0.0888,0,0.001,3.74,1.56,NA,NA,0.008,0.002,0.238,NA,0.001,NA,0.003,0.001
8/14/2011,NA,33.3,22,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,755,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/15/2011,NA,32.9,21.2,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,755,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2011,0.001,33.53333333,18.33333333,26,0.99,0,0,0,0.0022,0.013,0.012,NA,0,0,0.0078,0.003,0.001,0.0019,1.01,0.0801,0.00193,0.689,0.293,NA,NA,NA,NA,NA,0,NA,0.0851,NA,0.003,0,0.001,NA,NA,0.001,NA,0.214,NA,0.592,NA,0.507,NA,0.36,NA,2.08,2.48,NA,0.406,0.802,NA,0,0.0326,0.0347,0,NA,753.5,755,749.3333333,NA,0,0.0256,0,0.0446,0,0,4.32,1.64,NA,NA,0,0.002,0.127,NA,0,NA,0.0043,0
8/17/2011,NA,34.9,20.6,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,761,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/18/2011,NA,35,21.5,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,760,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/19/2011,0.059,35.6,21.3,27.175,0.706,0,0.002,0,0.0049,0.006,0.0229,NA,0,0,0.007,0.003,0,0.0058,1.21,0.0364,0,0.795,0.351,NA,NA,NA,NA,NA,0,NA,0.0852,NA,0.002,0,0,NA,NA,0,NA,0.047,NA,0.789,NA,0.67,NA,0.443,NA,2.4,2.84,NA,0.447,0.891,NA,0,0.0399,0.039,0,NA,751.5,754,748.75,NA,0,0.069,0,0.0727,0.033,0,3.2,1.31,NA,NA,0,0.005,0.208,NA,0,NA,0.0054,0.0035
8/20/2011,NA,35.4,23,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,758,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/21/2011,NA,36.1,22.3,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,758,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2011,0.092,36.63333333,22.93333333,29.35,0.834,0,0,0,0.0055,0,0.0311,NA,0,0.001,0.0116,0.001,0.001,0.001,1.3,0.049,0,0.642,0.342,NA,NA,NA,NA,NA,0,NA,0.0819,NA,0.001,0,0.001,NA,NA,0,NA,0.129,NA,0.745,NA,0.599,NA,0.408,NA,2.59,2.89,NA,0.708,1.01,NA,0,0.02,0.048,0,NA,752,753.3333333,749.3333333,NA,0.001,0.16,0,0.067,0.016,0,3.6,1.38,NA,NA,0.006,0.005,0.18,NA,0,NA,0.0049,0.0058
8/23/2011,NA,35.3,22.3,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,759,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/2011,NA,35.5,21.5,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,759,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2011,0.291,35.85,21.675,28.5,0.169,0.009,0,0,0.002,0,0.096,NA,0,0,0.0382,0.009,0,0.0106,0.626,0.104,0,0,0.414,NA,NA,NA,NA,NA,0.022,NA,0.233,NA,0,0.003,0.003,NA,NA,0.002,NA,0.055,NA,0.354,NA,0.434,NA,0.278,NA,1.85,1.44,NA,0.73,0.315,NA,0,0.0298,0.0787,0,NA,752.6666667,755.25,749.25,NA,0,0.586,0,0.179,0.13,0.002,1.68,0.631,NA,NA,0,0.0175,0.328,NA,0,NA,0.0062,0
8/26/2011,NA,34,24,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,755,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/2011,NA,36.5,25.9,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,748,742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/28/2011,0.075,37.26666667,18.66666667,28.45,1.26,0,0,0,0.0031,0,0.0158,NA,0,0,0.001,0.001,0,0.002,0.805,0.0347,0,0.367,0.089,NA,NA,NA,NA,NA,0,NA,0.054,NA,0,0,0,NA,NA,0,NA,0.142,NA,0.573,NA,0.316,NA,0.268,NA,1.77,2.05,NA,0.473,0.751,NA,0,0,0.023,0,NA,745.5,748.6666667,742.3333333,NA,0,0.038,0,0.03,0.011,0,5.73,2.03,NA,NA,0,0.002,0.0938,NA,0,NA,0.003,0
8/29/2011,NA,37.5,21.3,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,757,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2011,NA,29.5,20.6,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,760,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/2011,0.031,33.075,20.275,26.03333333,0.878,0,0.002,0,0.0032,0,0.0137,NA,0,0,0.0087,0.002,0,0.0033,1.25,0.0281,0,0.61,0.276,NA,NA,NA,NA,NA,0.005,NA,0.0568,NA,0,0,0.001,NA,NA,0,NA,0.318,NA,0.821,NA,0.659,NA,0.474,NA,2.94,3.27,NA,0.664,0.998,NA,0,0.067,0.0296,0,NA,757.6666667,759,754,NA,0.001,0.048,0.004,0.1,0.048,0,3.93,1.51,NA,NA,0,0,0.249,NA,0,NA,0.0041,0
9/1/2011,NA,35.1,19.9,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,763,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/2/2011,NA,37.1,21.9,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,760,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/3/2011,0.065,34.16666667,22.43333333,27.53333333,1.11,0,0.001,0,0.0062,0.007,0.0276,NA,0,0,0.0109,0.089,0.001,0.0122,0.99,0.0488,0,0.425,0.146,NA,NA,NA,NA,NA,0,NA,0.313,NA,0.002,0,0.004,NA,NA,0.025,NA,0.288,NA,0.695,NA,0.519,NA,0.391,NA,2.51,2.79,NA,0.614,0.893,NA,0,0.0394,0.042,0,NA,752.6666667,754.3333333,750.3333333,NA,0.001,0.062,0,0.0549,0.009,0.001,4.86,2.04,NA,NA,0,0,0.176,NA,0,NA,0.0053,0
9/4/2011,NA,34.9,21.4,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,757,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/5/2011,NA,34.2,23.9,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,754,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
